ticket_id,description,root_cause,resolution
KAFKA-12948,"NetworkClient.close(node) with node in connecting state makes NetworkClient unusable. `NetworkClient.close(node)` closes the node and removes it from `ClusterConnectionStates.nodeState`, but not from `ClusterConnectionStates.connectingNodes`. Subsequent `NetworkClient.poll()` invocations throw IllegalStateException and this leaves the NetworkClient in an unusable state until the node is removed from connectionNodes or added to nodeState. We don't use `NetworkClient.close(node)` in clients, but we use it in clients started by brokers for replica fetcher and controller. Since brokers use NetworkClientUtils.isReady() before establishing connections and this invokes poll(), the NetworkClient never recovers.  Exception stack trace: {code:java}     java.lang.IllegalStateException: No entry found for connection 0         at org.apache.kafka.clients.ClusterConnectionStates.nodeStat",`NetworkClient.close(node)` removes the connection state but leaves stale connection state behind; subsequent `isReady()`/`poll()` processing can leave the client permanently unusable.,"Yes, it was due to the changes from [https://cwiki.apache.org/confluence/display/KAFKA/KIP-601%3A+Configurable+socket+connection+timeout+in+NetworkClient] , which went into 2.7. | Good catch. So, this regressed in 2.7.0?"
KAFKA-12945,"Remove port, host.name and related configs in 3.0. They have been deprecated since 0.10.0.",They have been deprecated since 0.10.0.,https://github.com/apache/kafka/pull/10872
KAFKA-12926,"ConsumerGroupCommand's java.lang.NullPointerException at negative offsets while running kafka-consumer-groups.sh. Hi everybody, hope everyone is doing great.  *i) Introduction:* I noticed the following exception (on a cluster with brokers running 2.3.1) when trying to describe a consumer group (using the Kafka 2.7.1):    {code:java} ./kafka-consumer-groups.sh --describe --group order-validations{code} {code:java} Error: Executing consumer group command failed due to null java.lang.NullPointerException  at kafka.admin.ConsumerGroupCommand$ConsumerGroupService.$anonfun$collectGroupsOffsets$6(ConsumerGroupCommand.scala:579)  at scala.collection.StrictOptimizedIterableOps.map(StrictOptimizedIterableOps.scala:99)  at scala.collection.StrictOptimizedIterableOps.map$(StrictOptimizedIterableOps.scala:86)  at scala.collection.convert.JavaCollectionWrappers$JSetWrapper.map(JavaCollectionWrappers.scala:180)  at ",Not explicitly documented.,Fixed
KAFKA-12925,"prefixScan missing from intermediate interfaces. [KIP-614|https://cwiki.apache.org/confluence/display/KAFKA/KIP-614%3A+Add+Prefix+Scan+support+for+State+Stores] and [KAFKA-10648|https://issues.apache.org/jira/browse/KAFKA-10648] introduced support for {{prefixScan}} to StateStores.  It seems that many of the intermediate {{StateStore}} interfaces are missing a definition for {{prefixScan}}, and as such is not accessible in all cases.  For example, when accessing the state stores through a the processor context, the {{KeyValueStoreReadWriteDecorator}} and associated interfaces do not define {{prefixScan}} and it falls back to the default implementation in {{KeyValueStore}}, which throws {{UnsupportedOperationException}}.","Intermediate state-store interfaces do not expose `prefixScan`, so calls fall back to the default `KeyValueStore` implementation and throw `UnsupportedOperationException`.","Thanks [~mviamari] .  [~mjsax]/[~ableegoldman]: I have created a PR with the implementations for the remaining classes. Now, only 2 test classes are missing namely GenericInMemoryKeyValueStore and Gen | I can flesh out a larger example if needed, but the basic usage for me was getting a reference to the state store using {{context.getStateStore()}} inside {{Transformer#init}}, and then when attemptin | Thanks [~sagarrao]!  Maybe the easiest way is to remove the default implementation and see where it fails to compile. After all issues are fixed and it compiles again you can add back the default impl"
KAFKA-12914,"StreamSourceNode.toString() throws with StreamsBuilder.stream(Pattern) ctor. Hi,   I came across what looks like a bug. h2. Repro {code:java} import org.apache.kafka.common.serialization.Serdes import org.apache.kafka.streams.KafkaStreams import org.apache.kafka.streams.StreamsBuilder import org.apache.kafka.streams.kstream.Consumed import java.util.* import java.util.regex.Pattern  fun main() {     val builder = StreamsBuilder()     builder.stream(Pattern.compile(""foo""), Consumed.with(Serdes.Long(), Serdes.Long()))     val streams = KafkaStreams(builder.build(), Properties())     streams.start() } {code} {code:bash} SLF4J: Failed toString() invocation on an object of type [java.util.LinkedHashSet] Reported exception: java.lang.NullPointerException 	at java.base/java.util.Collections$UnmodifiableCollection.<init>(Collections.java:1030) 	at java.base/java.util.Colle",`StreamSourceNode.toString()` assumes a concrete topic name and fails when the source is created from a regex `Pattern`.,Thanks for the quick turnaround!
KAFKA-12904,"Connect's validate REST endpoint uses incorrect timeout. The fix for KAFKA-9374 changed how the `ConnectorPluginsResource` and its method to validate connector configurations used the `ConnectorsResource.REQUEST_TIMEOUT_MS` constant (90 seconds). However, in doing so it introduced a bug where the timeout was actually 1000x longer than desired/specified.  In particular, the following line is currently:  {code:java}             return validationCallback.get(ConnectorsResource.REQUEST_TIMEOUT_MS, TimeUnit.SECONDS); {code}  but should be: {code:java}             return validationCallback.get(ConnectorsResource.REQUEST_TIMEOUT_MS, TimeUnit.MILLISECONDS); {code}  Users may run into this whenever validating a connector configuration where the connector implementation takes more than the 90 seconds to actually validate the configuration.  * Without this",The Connect validation REST endpoint uses a request timeout that does not match the intended connector validation timeout.,Merged to `trunk` and backported.
KAFKA-12898,"Owned partitions in the subscription must be sorted. While investigating https://issues.apache.org/jira/browse/KAFKA-12896, I have noticed that the leader was always sending the same subscribed partitions but not always in the order. The group coordinator compares the provided subscription with the store subscription based on their bytes representation. So if the subscribed partitions are not in the same order, the group coordinator would consider that they are different and rebalance the group.","The leader sends the same subscribed partitions in nondeterministic order, violating the ordering expected by cooperative assignment comparison.",Fixed
KAFKA-12897,KRaft Controller cannot create topic with multiple partitions on a single broker cluster. https://github.com/apache/kafka/pull/10494 introduced a bug in the KRaft controller where the controller will loop forever in `StripedReplicaPlacer` trying to identify the racks on which to place partition replicas if there is a single unfenced broker in the cluster and the number of requested partitions in a CREATE_TOPICS request is greater than 1.,`StripedReplicaPlacer` loops while trying to find rack placement when only one unfenced broker exists and multiple partitions are requested.,merged the PR to trunk
KAFKA-12896,"Group rebalance loop caused by repeated group leader JoinGroups. We encountered a strange case of a rebalance loop with the ""cooperative-sticky"" assignor. The logs show the following for several hours:     {{Apr 7, 2021 @ 03:58:36.040	[GroupCoordinator 7]: Stabilized group mygroup generation 19830137 (__consumer_offsets-7)}}  {{Apr 7, 2021 @ 03:58:35.992	[GroupCoordinator 7]: Preparing to rebalance group mygroup in state PreparingRebalance with old generation 19830136 (__consumer_offsets-7) (reason: Updating metadata for member mygroup-1-7ad27e07-3784-4588-97e1-d796a74d4ecc during CompletingRebalance)}}  {{Apr 7, 2021 @ 03:58:35.988	[GroupCoordinator 7]: Stabilized group mygroup generation 19830136 (__consumer_offsets-7)}}  {{Apr 7, 2021 @ 03:58:35.972	[GroupCoordinator 7]: Preparing to rebalance group mygroup in state PreparingRebalance with old genera",Repeated JoinGroup requests from the group leader keep triggering rebalances instead of allowing the cooperative rebalance to converge.,"Yep, that should do it | [~ableegoldman] With you two fixes, I think that we can resolve this one, isn't it? | I believe this is caused by https://issues.apache.org/jira/browse/KAFKA-12984, which in turn is caused by https://issues.apache.org/jira/browse/KAFKA-12983. I'll prepare a fix for both of these issues"
KAFKA-12890,"Consumer group stuck in `CompletingRebalance`. We have seen recently multiple consumer groups stuck in `CompletingRebalance`. It appears that those group never receives the assignment from the leader of the group and remains stuck in this state forever.  When a group transitions to the `CompletingRebalance` state, the group coordinator sets up `DelayedHeartbeat` for each member of the group. It does so to ensure that the member sends a sync request within the session timeout. If it does not, the group coordinator rebalances the group. Note that here, `DelayedHeartbeat` is used here for this purpose. `DelayedHeartbeat` are also completed when member heartbeats.  The issue is that https://github.com/apache/kafka/pull/8834 has changed the heartbeat logic to allow members to heartbeat while the group is in the `CompletingRebalance` state. ","Heartbeat handling was changed to allow heartbeats during `CompletingRebalance`, which lets members remain active while the leader assignment is still incomplete and can prevent the group from progressing.",I will backport the patch to 2.8 branch as well.
